tanggal,komoditas,harga
2018-04-12,daging sapi lokal has dalam/kg,150000
2018-04-13,daging sapi lokal has dalam/kg,151667
2018-04-16,daging sapi lokal has dalam/kg,146667
2018-04-17,daging sapi lokal has dalam/kg,145000
2018-04-18,daging sapi lokal has dalam/kg,143333
2018-04-19,daging sapi lokal has dalam/kg,148333
2018-04-20,daging sapi lokal has dalam/kg,144167
2018-04-23,daging sapi lokal has dalam/kg,150000
2018-04-24,daging sapi lokal has dalam/kg,143333
2018-04-25,daging sapi lokal has dalam/kg,146667
2018-04-26,daging sapi lokal has dalam/kg,148333
2018-04-27,daging sapi lokal has dalam/kg,146667
2018-04-30,daging sapi lokal has dalam/kg,146667
2018-04-02,ayam boiler/ekor,39340
2018-04-03,ayam boiler/ekor,36440
2018-04-04,ayam boiler/ekor,37040
2018-04-05,ayam boiler/ekor,37540
2018-04-06,ayam boiler/ekor,37200
2018-04-09,ayam boiler/ekor,37500
2018-04-10,ayam boiler/ekor,37300
2018-04-11,ayam boiler/ekor,38300
2018-04-12,ayam boiler/ekor,37200
2018-04-13,ayam boiler/ekor,36700
2018-04-16,ayam boiler/ekor,37100
2018-04-17,ayam boiler/ekor,36500
2018-04-18,ayam boiler/ekor,37700
2018-04-19,ayam boiler/ekor,37500
2018-04-20,ayam boiler/ekor,37200
2018-04-23,ayam boiler/ekor,36600
2018-04-24,ayam boiler/ekor,37440
2018-04-25,ayam boiler/ekor,36740
2018-04-26,ayam boiler/ekor,37200
2018-04-27,ayam boiler/ekor,38260
2018-04-30,ayam boiler/ekor,38060
2018-04-02,ayam kampung/ekor,82233
2018-04-03,ayam kampung/ekor,85825
2018-04-04,ayam kampung/ekor,87075
2018-04-05,ayam kampung/ekor,87100
2018-04-06,ayam kampung/ekor,63667
2018-04-09,ayam kampung/ekor,67750
2018-04-10,ayam kampung/ekor,86667
2018-04-11,ayam kampung/ekor,80825
2018-04-12,ayam kampung/ekor,74575
2018-04-13,ayam kampung/ekor,75825
2018-04-16,ayam kampung/ekor,80825
2018-04-17,ayam kampung/ekor,86100
2018-04-18,ayam kampung/ekor,86100
2018-04-19,ayam kampung/ekor,85200
2018-04-20,ayam kampung/ekor,83325
2018-04-23,ayam kampung/ekor,88325
2018-04-24,ayam kampung/ekor,80000
2018-04-25,ayam kampung/ekor,81667
2018-04-26,ayam kampung/ekor,81100
2018-04-27,ayam kampung/ekor,59660
2018-04-30,ayam kampung/ekor,85825
2018-04-02,telur ayam ras/kg,22300
2018-04-03,telur ayam ras/kg,22300
2018-04-04,telur ayam ras/kg,22200
2018-04-05,telur ayam ras/kg,21940
2018-04-06,telur ayam ras/kg,21740
2018-04-09,telur ayam ras/kg,21940
2018-04-10,telur ayam ras/kg,22140
2018-04-11,telur ayam ras/kg,22460
2018-04-12,telur ayam ras/kg,22760
2018-04-13,telur ayam ras/kg,22740
2018-04-16,telur ayam ras/kg,22700
2018-04-17,telur ayam ras/kg,22740
2018-04-18,telur ayam ras/kg,22940
2018-04-19,telur ayam ras/kg,23360
2018-04-20,telur ayam ras/kg,23060
2018-04-23,telur ayam ras/kg,23800
2018-04-24,telur ayam ras/kg,23740
2018-04-25,telur ayam ras/kg,23640
2018-04-26,telur ayam ras/kg,23660
2018-04-27,telur ayam ras/kg,23400
2018-04-30,telur ayam ras/kg,23600
2018-04-02,telur ayam kampung/butir,2320
2018-04-03,telur ayam kampung/butir,2300
2018-04-04,telur ayam kampung/butir,2400
2018-04-05,telur ayam kampung/butir,2360
2018-04-06,telur ayam kampung/butir,2340
2018-04-09,telur ayam kampung/butir,2330
2018-04-10,telur ayam kampung/butir,2280
2018-04-11,telur ayam kampung/butir,2260
2018-04-12,telur ayam kampung/butir,2260
2018-04-13,telur ayam kampung/butir,2240
2018-04-16,telur ayam kampung/butir,2240
2018-04-17,telur ayam kampung/butir,2310
2018-04-18,telur ayam kampung/butir,2240
2018-04-19,telur ayam kampung/butir,2330
2018-04-20,telur ayam kampung/butir,2140
2018-04-23,telur ayam kampung/butir,2280
2018-04-24,telur ayam kampung/butir,2320
2018-04-25,telur ayam kampung/butir,2280
2018-04-26,telur ayam kampung/butir,2290
2018-04-27,telur ayam kampung/butir,2260
2018-04-30,telur ayam kampung/butir,2330
2018-04-02,susu kental manis kaleng merk bendera/buah,12240
2018-04-03,susu kental manis kaleng merk bendera/buah,11860
2018-04-04,susu kental manis kaleng merk bendera/buah,11790
2018-04-05,susu kental manis kaleng merk bendera/buah,11960
2018-04-06,susu kental manis kaleng merk bendera/buah,11800
2018-04-09,susu kental manis kaleng merk bendera/buah,11800
2018-04-10,susu kental manis kaleng merk bendera/buah,11900
2018-04-11,susu kental manis kaleng merk bendera/buah,11860
2018-04-12,susu kental manis kaleng merk bendera/buah,11860
2018-04-13,susu kental manis kaleng merk bendera/buah,11860
2018-04-16,susu kental manis kaleng merk bendera/buah,11860
2018-04-17,susu kental manis kaleng merk bendera/buah,11660
2018-04-18,susu kental manis kaleng merk bendera/buah,11860
2018-04-19,susu kental manis kaleng merk bendera/buah,11660
2018-04-20,susu kental manis kaleng merk bendera/buah,11760
2018-04-23,susu kental manis kaleng merk bendera/buah,12060
2018-04-24,susu kental manis kaleng merk bendera/buah,11900
2018-04-25,susu kental manis kaleng merk bendera/buah,11900
2018-04-26,susu kental manis kaleng merk bendera/buah,12000
2018-04-27,susu kental manis kaleng merk bendera/buah,11300
2018-04-30,susu kental manis kaleng merk bendera/buah,11900
2018-04-02,susu kental manis kaleng merk indomilk/buah,10840
2018-04-03,susu kental manis kaleng merk indomilk/buah,10340
2018-04-04,susu kental manis kaleng merk indomilk/buah,10440
2018-04-05,susu kental manis kaleng merk indomilk/buah,10340
2018-04-06,susu kental manis kaleng merk indomilk/buah,10300
2018-04-09,susu kental manis kaleng merk indomilk/buah,10600
2018-04-10,susu kental manis kaleng merk indomilk/buah,10400
2018-04-11,susu kental manis kaleng merk indomilk/buah,10440
2018-04-12,susu kental manis kaleng merk indomilk/buah,10640
2018-04-13,susu kental manis kaleng merk indomilk/buah,10640
2018-04-16,susu kental manis kaleng merk indomilk/buah,10340
2018-04-17,susu kental manis kaleng merk indomilk/buah,10340
2018-04-18,susu kental manis kaleng merk indomilk/buah,10290
2018-04-19,susu kental manis kaleng merk indomilk/buah,10440
2018-04-20,susu kental manis kaleng merk indomilk/buah,10440
2018-04-23,susu kental manis kaleng merk indomilk/buah,10540
2018-04-24,susu kental manis kaleng merk indomilk/buah,10540
2018-04-25,susu kental manis kaleng merk indomilk/buah,10540
2018-04-26,susu kental manis kaleng merk indomilk/buah,10440
2018-04-27,susu kental manis kaleng merk indomilk/buah,10240
2018-04-30,susu kental manis kaleng merk indomilk/buah,10190
2018-04-02,susu bubuk kaleng merk bendera/buah,44333
2018-04-03,susu bubuk kaleng merk bendera/buah,44333
2018-04-04,susu bubuk kaleng merk bendera/buah,44333
2018-04-05,susu bubuk kaleng merk bendera/buah,44333
2018-04-06,susu bubuk kaleng merk bendera/buah,44000
2018-04-09,susu bubuk kaleng merk bendera/buah,44000
2018-04-10,susu bubuk kaleng merk bendera/buah,44000
2018-04-11,susu bubuk kaleng merk bendera/buah,43933
2018-04-12,susu bubuk kaleng merk bendera/buah,43933
2018-04-13,susu bubuk kaleng merk bendera/buah,43933
2018-04-16,susu bubuk kaleng merk bendera/buah,44333
2018-04-17,susu bubuk kaleng merk bendera/buah,43933
2018-04-18,susu bubuk kaleng merk bendera/buah,43933
2018-04-19,susu bubuk kaleng merk bendera/buah,43933
2018-04-20,susu bubuk kaleng merk bendera/buah,43933
2018-04-23,susu bubuk kaleng merk bendera/buah,43933
2018-04-24,susu bubuk kaleng merk bendera/buah,30500
2018-04-25,susu bubuk kaleng merk bendera/buah,30500
2018-04-26,susu bubuk kaleng merk bendera/buah,44333
2018-04-27,susu bubuk kaleng merk bendera/buah,43933
2018-04-30,susu bubuk kaleng merk bendera/buah,43933
2018-04-02,susu bubuk kaleng merk indomilk/buah,42067
2018-04-03,susu bubuk kaleng merk indomilk/buah,42600
2018-04-04,susu bubuk kaleng merk indomilk/buah,42400
2018-04-05,susu bubuk kaleng merk indomilk/buah,42600
2018-04-06,susu bubuk kaleng merk indomilk/buah,42233
2018-04-09,susu bubuk kaleng merk indomilk/buah,42233
2018-04-10,susu bubuk kaleng merk indomilk/buah,42233
2018-04-11,susu bubuk kaleng merk indomilk/buah,42267
2018-04-12,susu bubuk kaleng merk indomilk/buah,42267
2018-04-13,susu bubuk kaleng merk indomilk/buah,42267
2018-04-16,susu bubuk kaleng merk indomilk/buah,42400
2018-04-17,susu bubuk kaleng merk indomilk/buah,42267
2018-04-18,susu bubuk kaleng merk indomilk/buah,42267
2018-04-19,susu bubuk kaleng merk indomilk/buah,42267
2018-04-20,susu bubuk kaleng merk indomilk/buah,42267
2018-04-23,susu bubuk kaleng merk indomilk/buah,42267
2018-04-24,susu bubuk kaleng merk indomilk/buah,42100
2018-04-25,susu bubuk kaleng merk indomilk/buah,42100
2018-04-26,susu bubuk kaleng merk indomilk/buah,42400
2018-04-27,susu bubuk kaleng merk indomilk/buah,42267
2018-04-30,susu bubuk kaleng merk indomilk/buah,42267
2018-04-02,jagung pipilan kecil/kg,15567
2018-04-03,jagung pipilan kecil/kg,15567
2018-04-04,jagung pipilan kecil/kg,15567
2018-04-05,jagung pipilan kecil/kg,15567
2018-04-06,jagung pipilan kecil/kg,15433
2018-04-09,jagung pipilan kecil/kg,15433
2018-04-10,jagung pipilan kecil/kg,15433
2018-04-11,jagung pipilan kecil/kg,15000
2018-04-12,jagung pipilan kecil/kg,15000
2018-04-13,jagung pipilan kecil/kg,15000
2018-04-16,jagung pipilan kecil/kg,15433
2018-04-17,jagung pipilan kecil/kg,15000
2018-04-18,jagung pipilan kecil/kg,15000
2018-04-19,jagung pipilan kecil/kg,14500
2018-04-20,jagung pipilan kecil/kg,14500
2018-04-23,jagung pipilan kecil/kg,14767
2018-04-24,jagung pipilan kecil/kg,14900
2018-04-25,jagung pipilan kecil/kg,14900
2018-04-26,jagung pipilan kecil/kg,15100
2018-04-27,jagung pipilan kecil/kg,15100
2018-04-30,jagung pipilan kecil/kg,15100
2018-04-02,garam beryodium bata/250 gr,3910
2018-04-03,garam beryodium bata/250 gr,4060
2018-04-04,garam beryodium bata/250 gr,4440
2018-04-05,garam beryodium bata/250 gr,3940
2018-04-06,garam beryodium bata/250 gr,11240
2018-04-09,garam beryodium bata/250 gr,8040
2018-04-10,garam beryodium bata/250 gr,3960
2018-04-11,garam beryodium bata/250 gr,3680
2018-04-12,garam beryodium bata/250 gr,3760
2018-04-13,garam beryodium bata/250 gr,3860
2018-04-16,garam beryodium bata/250 gr,3920
2018-04-17,garam beryodium bata/250 gr,4000
2018-04-18,garam beryodium bata/250 gr,3760
2018-04-19,garam beryodium bata/250 gr,3900
2018-04-20,garam beryodium bata/250 gr,3800
2018-04-23,garam beryodium bata/250 gr,3880
2018-04-24,garam beryodium bata/250 gr,3990
2018-04-25,garam beryodium bata/250 gr,4020
2018-04-26,garam beryodium bata/250 gr,4080
2018-04-27,garam beryodium bata/250 gr,3600
2018-04-30,garam beryodium bata/250 gr,3770
2018-04-02,garam beryodium halus/kg,11360
2018-04-03,garam beryodium halus/kg,11800
2018-04-04,garam beryodium halus/kg,12560
2018-04-05,garam beryodium halus/kg,10600
2018-04-06,garam beryodium halus/kg,10940
2018-04-09,garam beryodium halus/kg,8940
2018-04-10,garam beryodium halus/kg,10140
2018-04-11,garam beryodium halus/kg,13460
2018-04-12,garam beryodium halus/kg,10060
2018-04-13,garam beryodium halus/kg,10660
2018-04-16,garam beryodium halus/kg,10460
2018-04-17,garam beryodium halus/kg,10960
2018-04-18,garam beryodium halus/kg,11360
2018-04-19,garam beryodium halus/kg,12260
2018-04-20,garam beryodium halus/kg,12760
2018-04-23,garam beryodium halus/kg,10660
2018-04-24,garam beryodium halus/kg,12740
2018-04-25,garam beryodium halus/kg,13140
2018-04-26,garam beryodium halus/kg,11960
2018-04-27,garam beryodium halus/kg,11360
2018-04-30,garam beryodium halus/kg,10860
2018-04-02,tepung terigu segitiga biru/kg,10240
2018-04-03,tepung terigu segitiga biru/kg,10260
2018-04-04,tepung terigu segitiga biru/kg,10040
2018-04-05,tepung terigu segitiga biru/kg,10140
2018-04-06,tepung terigu segitiga biru/kg,10040
2018-04-09,tepung terigu segitiga biru/kg,10240
2018-04-10,tepung terigu segitiga biru/kg,10140
2018-04-11,tepung terigu segitiga biru/kg,10000
2018-04-12,tepung terigu segitiga biru/kg,10300
2018-04-13,tepung terigu segitiga biru/kg,10100
2018-04-16,tepung terigu segitiga biru/kg,9860
2018-04-17,tepung terigu segitiga biru/kg,10100
2018-04-18,tepung terigu segitiga biru/kg,9900
2018-04-19,tepung terigu segitiga biru/kg,10300
2018-04-20,tepung terigu segitiga biru/kg,10100
2018-04-23,tepung terigu segitiga biru/kg,10000
2018-04-24,tepung terigu segitiga biru/kg,9900
2018-04-25,tepung terigu segitiga biru/kg,9800
2018-04-26,tepung terigu segitiga biru/kg,9860
2018-04-27,tepung terigu segitiga biru/kg,10000
2018-04-30,tepung terigu segitiga biru/kg,9900
2018-04-02,kacang kedelai eks impor/kg,11750
2018-04-03,kacang kedelai eks impor/kg,13175
2018-04-04,kacang kedelai eks impor/kg,13250
2018-04-05,kacang kedelai eks impor/kg,9440
2018-04-06,kacang kedelai eks impor/kg,11800
2018-04-09,kacang kedelai eks impor/kg,12175
2018-04-10,kacang kedelai eks impor/kg,12050
2018-04-11,kacang kedelai eks impor/kg,12550
2018-04-12,kacang kedelai eks impor/kg,12925
2018-04-13,kacang kedelai eks impor/kg,11800
2018-04-16,kacang kedelai eks impor/kg,13000
2018-04-17,kacang kedelai eks impor/kg,12425
2018-04-18,kacang kedelai eks impor/kg,11675
2018-04-19,kacang kedelai eks impor/kg,13675
2018-04-20,kacang kedelai eks impor/kg,12550
2018-04-23,kacang kedelai eks impor/kg,13800
2018-04-24,kacang kedelai eks impor/kg,12175
2018-04-25,kacang kedelai eks impor/kg,11925
2018-04-26,kacang kedelai eks impor/kg,13625
2018-04-27,kacang kedelai eks impor/kg,10140
2018-04-30,kacang kedelai eks impor/kg,12675
2018-04-02,kacang kedelai lokal/kg,11100
2018-04-03,kacang kedelai lokal/kg,11233
2018-04-04,kacang kedelai lokal/kg,10433
2018-04-05,kacang kedelai lokal/kg,10567
2018-04-06,kacang kedelai lokal/kg,10567
2018-04-09,kacang kedelai lokal/kg,10567
2018-04-10,kacang kedelai lokal/kg,10567
2018-04-11,kacang kedelai lokal/kg,10733
2018-04-12,kacang kedelai lokal/kg,11400
2018-04-13,kacang kedelai lokal/kg,11400
2018-04-16,kacang kedelai lokal/kg,11100
2018-04-17,kacang kedelai lokal/kg,11400
2018-04-18,kacang kedelai lokal/kg,10733
2018-04-19,kacang kedelai lokal/kg,10733
2018-04-20,kacang kedelai lokal/kg,10400
2018-04-23,kacang kedelai lokal/kg,10733
2018-04-24,kacang kedelai lokal/kg,10667
2018-04-25,kacang kedelai lokal/kg,10667
2018-04-26,kacang kedelai lokal/kg,10500
2018-04-27,kacang kedelai lokal/kg,10733
2018-04-30,kacang kedelai lokal/kg,10733
2018-04-02,indomie rasa kari ayam/buah,2400
2018-04-03,indomie rasa kari ayam/buah,2420
2018-04-04,indomie rasa kari ayam/buah,2400
2018-04-05,indomie rasa kari ayam/buah,2420
2018-04-06,indomie rasa kari ayam/buah,2400
2018-04-09,indomie rasa kari ayam/buah,2400
2018-04-10,indomie rasa kari ayam/buah,2400
2018-04-11,indomie rasa kari ayam/buah,2420
2018-04-12,indomie rasa kari ayam/buah,2420
2018-04-13,indomie rasa kari ayam/buah,2410
2018-04-16,indomie rasa kari ayam/buah,2400
2018-04-17,indomie rasa kari ayam/buah,2420
2018-04-18,indomie rasa kari ayam/buah,2420
2018-04-19,indomie rasa kari ayam/buah,2420
2018-04-20,indomie rasa kari ayam/buah,2420
2018-04-23,indomie rasa kari ayam/buah,2420
2018-04-24,indomie rasa kari ayam/buah,2400
2018-04-25,indomie rasa kari ayam/buah,2400
2018-04-26,indomie rasa kari ayam/buah,2380
2018-04-27,indomie rasa kari ayam/buah,2460
2018-04-30,indomie rasa kari ayam/buah,2460
2018-04-02,cabai merah keriting/kg,49160
2018-04-03,cabai merah keriting/kg,46660
2018-04-04,cabai merah keriting/kg,49160
2018-04-05,cabai merah keriting/kg,50160
2018-04-06,cabai merah keriting/kg,49840
2018-04-09,cabai merah keriting/kg,48740
2018-04-10,cabai merah keriting/kg,47840
2018-04-11,cabai merah keriting/kg,48300
2018-04-12,cabai merah keriting/kg,44300
2018-04-13,cabai merah keriting/kg,44960
2018-04-16,cabai merah keriting/kg,41400
2018-04-17,cabai merah keriting/kg,43800
2018-04-18,cabai merah keriting/kg,43800
2018-04-19,cabai merah keriting/kg,45960
2018-04-20,cabai merah keriting/kg,44660
2018-04-23,cabai merah keriting/kg,43800
2018-04-24,cabai merah keriting/kg,44400
2018-04-25,cabai merah keriting/kg,42700
2018-04-26,cabai merah keriting/kg,43060
2018-04-27,cabai merah keriting/kg,39100
2018-04-30,cabai merah keriting/kg,39700
2018-04-02,cabai merah besar/kg,55000
2018-04-03,cabai merah besar/kg,53600
2018-04-04,cabai merah besar/kg,55500
2018-04-05,cabai merah besar/kg,59800
2018-04-06,cabai merah besar/kg,61000
2018-04-09,cabai merah besar/kg,61500
2018-04-10,cabai merah besar/kg,59000
2018-04-11,cabai merah besar/kg,67660
2018-04-12,cabai merah besar/kg,61660
2018-04-13,cabai merah besar/kg,64540
2018-04-16,cabai merah besar/kg,56000
2018-04-17,cabai merah besar/kg,61800
2018-04-18,cabai merah besar/kg,61800
2018-04-19,cabai merah besar/kg,64540
2018-04-20,cabai merah besar/kg,65540
2018-04-23,cabai merah besar/kg,62800
2018-04-24,cabai merah besar/kg,64000
2018-04-25,cabai merah besar/kg,66000
2018-04-26,cabai merah besar/kg,63840
2018-04-27,cabai merah besar/kg,60640
2018-04-30,cabai merah besar/kg,63140
2018-04-02,cabai rawit merah/kg,57000
2018-04-03,cabai rawit merah/kg,50900
2018-04-04,cabai rawit merah/kg,52000
2018-04-05,cabai rawit merah/kg,51340
2018-04-06,cabai rawit merah/kg,54000
2018-04-09,cabai rawit merah/kg,53500
2018-04-10,cabai rawit merah/kg,52500
2018-04-11,cabai rawit merah/kg,50640
2018-04-12,cabai rawit merah/kg,44140
2018-04-13,cabai rawit merah/kg,44800
2018-04-16,cabai rawit merah/kg,47300
2018-04-17,cabai rawit merah/kg,45160
2018-04-18,cabai rawit merah/kg,44660
2018-04-19,cabai rawit merah/kg,46300
2018-04-20,cabai rawit merah/kg,45500
2018-04-23,cabai rawit merah/kg,44660
2018-04-24,cabai rawit merah/kg,45660
2018-04-25,cabai rawit merah/kg,42660
2018-04-26,cabai rawit merah/kg,44160
2018-04-27,cabai rawit merah/kg,38560
2018-04-30,cabai rawit merah/kg,38660
2018-04-02,cabai rawit hijau/kg,39060
2018-04-03,cabai rawit hijau/kg,38000
2018-04-04,cabai rawit hijau/kg,42340
2018-04-05,cabai rawit hijau/kg,40260
2018-04-06,cabai rawit hijau/kg,39340
2018-04-09,cabai rawit hijau/kg,39840
2018-04-10,cabai rawit hijau/kg,41340
2018-04-11,cabai rawit hijau/kg,39540
2018-04-12,cabai rawit hijau/kg,39840
2018-04-13,cabai rawit hijau/kg,39340
2018-04-16,cabai rawit hijau/kg,37840
2018-04-17,cabai rawit hijau/kg,38840
2018-04-18,cabai rawit hijau/kg,38340
2018-04-19,cabai rawit hijau/kg,36340
2018-04-20,cabai rawit hijau/kg,36540
2018-04-23,cabai rawit hijau/kg,33840
2018-04-24,cabai rawit hijau/kg,36240
2018-04-25,cabai rawit hijau/kg,35740
2018-04-26,cabai rawit hijau/kg,35500
2018-04-27,cabai rawit hijau/kg,32840
2018-04-30,cabai rawit hijau/kg,33340
2018-04-02,bawang merah (medium)/kg,36040
2018-04-03,bawang merah (medium)/kg,34340
2018-04-04,bawang merah (medium)/kg,36340
2018-04-05,bawang merah (medium)/kg,35840
2018-04-06,bawang merah (medium)/kg,35840
2018-04-09,bawang merah (medium)/kg,35940
2018-04-10,bawang merah (medium)/kg,35640
2018-04-11,bawang merah (medium)/kg,35240
2018-04-12,bawang merah (medium)/kg,35140
2018-04-13,bawang merah (medium)/kg,34440
2018-04-16,bawang merah (medium)/kg,33540
2018-04-17,bawang merah (medium)/kg,34140
2018-04-18,bawang merah (medium)/kg,34140
2018-04-19,bawang merah (medium)/kg,35640
2018-04-20,bawang merah (medium)/kg,35740
2018-04-23,bawang merah (medium)/kg,35140
2018-04-24,bawang merah (medium)/kg,35400
2018-04-25,bawang merah (medium)/kg,35400
2018-04-26,bawang merah (medium)/kg,34900
2018-04-27,bawang merah (medium)/kg,33200
2018-04-30,bawang merah (medium)/kg,35200
2018-04-02,bawang putih impor (kating)/kg,47740
2018-04-03,bawang putih impor (kating)/kg,44400
2018-04-04,bawang putih impor (kating)/kg,46400
2018-04-05,bawang putih impor (kating)/kg,44400
2018-04-06,bawang putih impor (kating)/kg,49740
2018-04-09,bawang putih impor (kating)/kg,48740
2018-04-10,bawang putih impor (kating)/kg,47040
2018-04-11,bawang putih impor (kating)/kg,45200
2018-04-12,bawang putih impor (kating)/kg,44200
2018-04-13,bawang putih impor (kating)/kg,44400
2018-04-16,bawang putih impor (kating)/kg,40900
2018-04-17,bawang putih impor (kating)/kg,42400
2018-04-18,bawang putih impor (kating)/kg,42400
2018-04-19,bawang putih impor (kating)/kg,42400
2018-04-20,bawang putih impor (kating)/kg,41600
2018-04-23,bawang putih impor (kating)/kg,42400
2018-04-24,bawang putih impor (kating)/kg,42460
2018-04-25,bawang putih impor (kating)/kg,41660
2018-04-26,bawang putih impor (kating)/kg,41340
2018-04-27,bawang putih impor (kating)/kg,36360
2018-04-30,bawang putih impor (kating)/kg,41160
2018-04-02,bawang putih impor (honan)/kg,38500
2018-04-03,bawang putih impor (honan)/kg,35000
2018-04-04,bawang putih impor (honan)/kg,37500
2018-04-05,bawang putih impor (honan)/kg,37500
2018-04-06,bawang putih impor (honan)/kg,37500
2018-04-09,bawang putih impor (honan)/kg,37500
2018-04-10,bawang putih impor (honan)/kg,37500
2018-04-11,bawang putih impor (honan)/kg,35000
2018-04-12,bawang putih impor (honan)/kg,37500
2018-04-13,bawang putih impor (honan)/kg,37500
2018-04-16,bawang putih impor (honan)/kg,35000
2018-04-17,bawang putih impor (honan)/kg,35000
2018-04-18,bawang putih impor (honan)/kg,33500
2018-04-19,bawang putih impor (honan)/kg,35000
2018-04-20,bawang putih impor (honan)/kg,35000
2018-04-23,bawang putih impor (honan)/kg,30000
2018-04-24,bawang putih impor (honan)/kg,32500
2018-04-25,bawang putih impor (honan)/kg,35000
2018-04-26,bawang putih impor (honan)/kg,35000
2018-04-27,bawang putih impor (honan)/kg,31500
2018-04-30,bawang putih impor (honan)/kg,32500
2018-04-02,ikan teri asin/kg,106340
2018-04-03,ikan teri asin/kg,104340
2018-04-04,ikan teri asin/kg,105140
2018-04-05,ikan teri asin/kg,114340
2018-04-06,ikan teri asin/kg,116340
2018-04-09,ikan teri asin/kg,114340
2018-04-10,ikan teri asin/kg,113340
2018-04-11,ikan teri asin/kg,115340
2018-04-12,ikan teri asin/kg,115040
2018-04-13,ikan teri asin/kg,117500
2018-04-16,ikan teri asin/kg,102840
2018-04-17,ikan teri asin/kg,111000
2018-04-18,ikan teri asin/kg,116000
2018-04-19,ikan teri asin/kg,118000
2018-04-20,ikan teri asin/kg,118000
2018-04-23,ikan teri asin/kg,107000
2018-04-24,ikan teri asin/kg,114800
2018-04-25,ikan teri asin/kg,114800
2018-04-26,ikan teri asin/kg,115660
2018-04-27,ikan teri asin/kg,114000
2018-04-30,ikan teri asin/kg,103500
2018-04-02,ikan kembung/kg,40340
2018-04-03,ikan kembung/kg,37540
2018-04-04,ikan kembung/kg,36700
2018-04-05,ikan kembung/kg,36540
2018-04-06,ikan kembung/kg,37340
2018-04-09,ikan kembung/kg,37840
2018-04-10,ikan kembung/kg,38340
2018-04-11,ikan kembung/kg,37700
2018-04-12,ikan kembung/kg,39200
2018-04-13,ikan kembung/kg,36600
2018-04-16,ikan kembung/kg,37200
2018-04-17,ikan kembung/kg,37200
2018-04-18,ikan kembung/kg,37200
2018-04-19,ikan kembung/kg,36600
2018-04-20,ikan kembung/kg,36200
2018-04-23,ikan kembung/kg,37200
2018-04-24,ikan kembung/kg,36700
2018-04-25,ikan kembung/kg,36700
2018-04-26,ikan kembung/kg,35860
2018-04-27,ikan kembung/kg,38200
2018-04-30,ikan kembung/kg,37700
2018-04-02,kacang hijau/kg,21760
2018-04-03,kacang hijau/kg,23200
2018-04-04,kacang hijau/kg,22160
2018-04-05,kacang hijau/kg,21900
2018-04-06,kacang hijau/kg,22240
2018-04-09,kacang hijau/kg,22240
2018-04-10,kacang hijau/kg,21740
2018-04-11,kacang hijau/kg,23060
2018-04-12,kacang hijau/kg,22460
2018-04-13,kacang hijau/kg,21660
2018-04-16,kacang hijau/kg,23060
2018-04-17,kacang hijau/kg,22460
2018-04-18,kacang hijau/kg,21660
2018-04-19,kacang hijau/kg,22860
2018-04-20,kacang hijau/kg,22460
2018-04-23,kacang hijau/kg,23460
2018-04-24,kacang hijau/kg,22140
2018-04-25,kacang hijau/kg,22140
2018-04-26,kacang hijau/kg,22360
2018-04-27,kacang hijau/kg,22360
2018-04-30,kacang hijau/kg,22460
2018-04-02,kacang tanah/kg,25500
2018-04-03,kacang tanah/kg,26100
2018-04-04,kacang tanah/kg,25900
2018-04-05,kacang tanah/kg,25500
2018-04-06,kacang tanah/kg,25840
2018-04-09,kacang tanah/kg,25840
2018-04-10,kacang tanah/kg,24740
2018-04-11,kacang tanah/kg,25800
2018-04-12,kacang tanah/kg,26000
2018-04-13,kacang tanah/kg,24700
2018-04-16,kacang tanah/kg,25700
2018-04-17,kacang tanah/kg,25000
2018-04-18,kacang tanah/kg,25100
2018-04-19,kacang tanah/kg,25700
2018-04-20,kacang tanah/kg,24900
2018-04-23,kacang tanah/kg,26300
2018-04-24,kacang tanah/kg,25400
2018-04-25,kacang tanah/kg,25300
2018-04-26,kacang tanah/kg,25260
2018-04-27,kacang tanah/kg,23800
2018-04-30,kacang tanah/kg,25100
2018-04-02,ketela pohon/kg,4940
2018-04-03,ketela pohon/kg,5340
2018-04-04,ketela pohon/kg,5340
2018-04-05,ketela pohon/kg,4940
2018-04-06,ketela pohon/kg,4940
2018-04-09,ketela pohon/kg,4940
2018-04-10,ketela pohon/kg,5340
2018-04-11,ketela pohon/kg,5400
2018-04-12,ketela pohon/kg,5400
2018-04-13,ketela pohon/kg,5400
2018-04-16,ketela pohon/kg,5340
2018-04-17,ketela pohon/kg,5400
2018-04-18,ketela pohon/kg,5400
2018-04-19,ketela pohon/kg,5400
2018-04-20,ketela pohon/kg,5400
2018-04-23,ketela pohon/kg,5400
2018-04-24,ketela pohon/kg,5400
2018-04-25,ketela pohon/kg,5400
2018-04-26,ketela pohon/kg,5400
2018-04-27,ketela pohon/kg,5400
2018-04-30,ketela pohon/kg,5400
2018-05-02,beras medium/kg,10990
2018-05-03,beras medium/kg,11250
2018-05-04,beras medium/kg,11300
2018-05-07,beras medium/kg,11040
2018-05-08,beras medium/kg,11040
2018-05-09,beras medium/kg,10940
2018-05-11,beras medium/kg,10780
2018-05-14,beras medium/kg,10480
2018-05-15,beras medium/kg,10380
2018-05-16,beras medium/kg,10720
2018-05-17,beras medium/kg,11130
2018-05-18,beras medium/kg,10690
2018-05-21,beras medium/kg,10550
2018-05-22,beras medium/kg,10600
2018-05-23,beras medium/kg,10740
2018-05-24,beras medium/kg,10520
2018-05-25,beras medium/kg,10660
