tanggal,komoditas,harga
2018-11-26,susu kental manis kaleng merk bendera/buah,11560
2018-11-27,susu kental manis kaleng merk bendera/buah,11560
2018-11-28,susu kental manis kaleng merk bendera/buah,11560
2018-11-29,susu kental manis kaleng merk bendera/buah,11560
2018-11-30,susu kental manis kaleng merk bendera/buah,11560
2018-11-01,susu kental manis kaleng merk indomilk/buah,10360
2018-11-02,susu kental manis kaleng merk indomilk/buah,10360
2018-11-05,susu kental manis kaleng merk indomilk/buah,10260
2018-11-06,susu kental manis kaleng merk indomilk/buah,10260
2018-11-07,susu kental manis kaleng merk indomilk/buah,10260
2018-11-08,susu kental manis kaleng merk indomilk/buah,10260
2018-11-09,susu kental manis kaleng merk indomilk/buah,10160
2018-11-12,susu kental manis kaleng merk indomilk/buah,10160
2018-11-13,susu kental manis kaleng merk indomilk/buah,9580
2018-11-14,susu kental manis kaleng merk indomilk/buah,9680
2018-11-15,susu kental manis kaleng merk indomilk/buah,10000
2018-11-16,susu kental manis kaleng merk indomilk/buah,10000
2018-11-19,susu kental manis kaleng merk indomilk/buah,10500
2018-11-21,susu kental manis kaleng merk indomilk/buah,10100
2018-11-22,susu kental manis kaleng merk indomilk/buah,10260
2018-11-23,susu kental manis kaleng merk indomilk/buah,10160
2018-11-26,susu kental manis kaleng merk indomilk/buah,10160
2018-11-27,susu kental manis kaleng merk indomilk/buah,10160
2018-11-28,susu kental manis kaleng merk indomilk/buah,10160
2018-11-29,susu kental manis kaleng merk indomilk/buah,10260
2018-11-30,susu kental manis kaleng merk indomilk/buah,10160
2018-11-01,susu bubuk kaleng merk bendera/buah,44325
2018-11-02,susu bubuk kaleng merk bendera/buah,44575
2018-11-05,susu bubuk kaleng merk bendera/buah,44575
2018-11-06,susu bubuk kaleng merk bendera/buah,44575
2018-11-07,susu bubuk kaleng merk bendera/buah,44575
2018-11-08,susu bubuk kaleng merk bendera/buah,44575
2018-11-09,susu bubuk kaleng merk bendera/buah,44575
2018-11-12,susu bubuk kaleng merk bendera/buah,44575
2018-11-13,susu bubuk kaleng merk bendera/buah,44750
2018-11-14,susu bubuk kaleng merk bendera/buah,44750
2018-11-15,susu bubuk kaleng merk bendera/buah,44575
2018-11-16,susu bubuk kaleng merk bendera/buah,44575
2018-11-19,susu bubuk kaleng merk bendera/buah,44575
2018-11-21,susu bubuk kaleng merk bendera/buah,44575
2018-11-22,susu bubuk kaleng merk bendera/buah,44500
2018-11-23,susu bubuk kaleng merk bendera/buah,44500
2018-11-26,susu bubuk kaleng merk bendera/buah,44500
2018-11-27,susu bubuk kaleng merk bendera/buah,44500
2018-11-28,susu bubuk kaleng merk bendera/buah,44500
2018-11-29,susu bubuk kaleng merk bendera/buah,44500
2018-11-30,susu bubuk kaleng merk bendera/buah,44500
2018-11-01,susu bubuk kaleng merk indomilk/buah,42700
2018-11-02,susu bubuk kaleng merk indomilk/buah,42950
2018-11-05,susu bubuk kaleng merk indomilk/buah,42825
2018-11-06,susu bubuk kaleng merk indomilk/buah,42825
2018-11-07,susu bubuk kaleng merk indomilk/buah,42825
2018-11-08,susu bubuk kaleng merk indomilk/buah,42825
2018-11-09,susu bubuk kaleng merk indomilk/buah,42950
2018-11-12,susu bubuk kaleng merk indomilk/buah,42950
2018-11-13,susu bubuk kaleng merk indomilk/buah,43175
2018-11-14,susu bubuk kaleng merk indomilk/buah,43300
2018-11-15,susu bubuk kaleng merk indomilk/buah,42800
2018-11-16,susu bubuk kaleng merk indomilk/buah,42800
2018-11-19,susu bubuk kaleng merk indomilk/buah,42800
2018-11-21,susu bubuk kaleng merk indomilk/buah,42800
2018-11-22,susu bubuk kaleng merk indomilk/buah,42800
2018-11-23,susu bubuk kaleng merk indomilk/buah,42800
2018-11-26,susu bubuk kaleng merk indomilk/buah,42800
2018-11-27,susu bubuk kaleng merk indomilk/buah,42800
2018-11-28,susu bubuk kaleng merk indomilk/buah,42800
2018-11-29,susu bubuk kaleng merk indomilk/buah,42800
2018-11-30,susu bubuk kaleng merk indomilk/buah,42800
2018-11-01,jagung pipilan kecil/kg,14167
2018-11-02,jagung pipilan kecil/kg,14167
2018-11-05,jagung pipilan kecil/kg,14167
2018-11-06,jagung pipilan kecil/kg,14167
2018-11-07,jagung pipilan kecil/kg,14167
2018-11-08,jagung pipilan kecil/kg,13500
2018-11-09,jagung pipilan kecil/kg,13500
2018-11-12,jagung pipilan kecil/kg,13500
2018-11-13,jagung pipilan kecil/kg,15433
2018-11-14,jagung pipilan kecil/kg,15433
2018-11-15,jagung pipilan kecil/kg,16233
2018-11-16,jagung pipilan kecil/kg,16233
2018-11-19,jagung pipilan kecil/kg,16233
2018-11-21,jagung pipilan kecil/kg,16233
2018-11-22,jagung pipilan kecil/kg,16000
2018-11-23,jagung pipilan kecil/kg,16000
2018-11-26,jagung pipilan kecil/kg,16000
2018-11-27,jagung pipilan kecil/kg,16000
2018-11-28,jagung pipilan kecil/kg,16000
2018-11-29,jagung pipilan kecil/kg,16000
2018-11-30,jagung pipilan kecil/kg,16000
2018-11-01,garam beryodium bata/250 gr,3280
2018-11-02,garam beryodium bata/250 gr,3420
2018-11-05,garam beryodium bata/250 gr,3420
2018-11-06,garam beryodium bata/250 gr,3220
2018-11-07,garam beryodium bata/250 gr,3120
2018-11-08,garam beryodium bata/250 gr,3220
2018-11-09,garam beryodium bata/250 gr,3200
2018-11-12,garam beryodium bata/250 gr,3380
2018-11-13,garam beryodium bata/250 gr,3540
2018-11-14,garam beryodium bata/250 gr,3500
2018-11-15,garam beryodium bata/250 gr,3780
2018-11-16,garam beryodium bata/250 gr,3680
2018-11-19,garam beryodium bata/250 gr,3680
2018-11-21,garam beryodium bata/250 gr,3780
2018-11-22,garam beryodium bata/250 gr,3780
2018-11-23,garam beryodium bata/250 gr,3780
2018-11-26,garam beryodium bata/250 gr,3780
2018-11-27,garam beryodium bata/250 gr,3780
2018-11-28,garam beryodium bata/250 gr,3780
2018-11-29,garam beryodium bata/250 gr,3780
2018-11-30,garam beryodium bata/250 gr,3780
2018-11-01,garam beryodium halus/kg,10940
2018-11-02,garam beryodium halus/kg,10940
2018-11-05,garam beryodium halus/kg,10940
2018-11-06,garam beryodium halus/kg,10840
2018-11-07,garam beryodium halus/kg,10740
2018-11-08,garam beryodium halus/kg,11440
2018-11-09,garam beryodium halus/kg,10340
2018-11-12,garam beryodium halus/kg,11040
2018-11-13,garam beryodium halus/kg,10800
2018-11-14,garam beryodium halus/kg,10700
2018-11-15,garam beryodium halus/kg,10800
2018-11-16,garam beryodium halus/kg,10500
2018-11-19,garam beryodium halus/kg,11800
2018-11-21,garam beryodium halus/kg,10400
2018-11-22,garam beryodium halus/kg,10400
2018-11-23,garam beryodium halus/kg,10200
2018-11-26,garam beryodium halus/kg,10700
2018-11-27,garam beryodium halus/kg,10400
2018-11-28,garam beryodium halus/kg,10500
2018-11-29,garam beryodium halus/kg,10500
2018-11-30,garam beryodium halus/kg,10900
2018-11-01,tepung terigu segitiga biru/kg,10100
2018-11-02,tepung terigu segitiga biru/kg,10100
2018-11-05,tepung terigu segitiga biru/kg,10100
2018-11-06,tepung terigu segitiga biru/kg,10100
2018-11-07,tepung terigu segitiga biru/kg,10300
2018-11-08,tepung terigu segitiga biru/kg,10200
2018-11-09,tepung terigu segitiga biru/kg,10100
2018-11-12,tepung terigu segitiga biru/kg,9900
2018-11-13,tepung terigu segitiga biru/kg,9900
2018-11-14,tepung terigu segitiga biru/kg,10100
2018-11-15,tepung terigu segitiga biru/kg,10540
2018-11-16,tepung terigu segitiga biru/kg,10340
2018-11-19,tepung terigu segitiga biru/kg,10340
2018-11-21,tepung terigu segitiga biru/kg,10440
2018-11-22,tepung terigu segitiga biru/kg,10740
2018-11-23,tepung terigu segitiga biru/kg,10640
2018-11-26,tepung terigu segitiga biru/kg,10740
2018-11-27,tepung terigu segitiga biru/kg,10640
2018-11-28,tepung terigu segitiga biru/kg,10740
2018-11-29,tepung terigu segitiga biru/kg,10540
2018-11-30,tepung terigu segitiga biru/kg,10840
2018-11-01,kacang kedelai eks impor/kg,12075
2018-11-02,kacang kedelai eks impor/kg,12325
2018-11-05,kacang kedelai eks impor/kg,12450
2018-11-06,kacang kedelai eks impor/kg,12325
2018-11-07,kacang kedelai eks impor/kg,13325
2018-11-08,kacang kedelai eks impor/kg,12700
2018-11-09,kacang kedelai eks impor/kg,12825
2018-11-12,kacang kedelai eks impor/kg,12325
2018-11-13,kacang kedelai eks impor/kg,12175
2018-11-14,kacang kedelai eks impor/kg,12550
2018-11-15,kacang kedelai eks impor/kg,12750
2018-11-16,kacang kedelai eks impor/kg,11750
2018-11-19,kacang kedelai eks impor/kg,12125
2018-11-21,kacang kedelai eks impor/kg,12125
2018-11-22,kacang kedelai eks impor/kg,12250
2018-11-23,kacang kedelai eks impor/kg,12125
2018-11-26,kacang kedelai eks impor/kg,12250
2018-11-27,kacang kedelai eks impor/kg,12250
2018-11-28,kacang kedelai eks impor/kg,13125
2018-11-29,kacang kedelai eks impor/kg,12125
2018-11-30,kacang kedelai eks impor/kg,12250
2018-11-01,kacang kedelai lokal/kg,12850
2018-11-02,kacang kedelai lokal/kg,12850
2018-11-05,kacang kedelai lokal/kg,12850
2018-11-06,kacang kedelai lokal/kg,12850
2018-11-07,kacang kedelai lokal/kg,12850
2018-11-08,kacang kedelai lokal/kg,12850
2018-11-09,kacang kedelai lokal/kg,12850
2018-11-12,kacang kedelai lokal/kg,12850
2018-11-13,kacang kedelai lokal/kg,12000
2018-11-14,kacang kedelai lokal/kg,12000
2018-11-15,kacang kedelai lokal/kg,12000
2018-11-16,kacang kedelai lokal/kg,12000
2018-11-19,kacang kedelai lokal/kg,12000
2018-11-21,kacang kedelai lokal/kg,12000
2018-11-22,kacang kedelai lokal/kg,12100
2018-11-23,kacang kedelai lokal/kg,12100
2018-11-26,kacang kedelai lokal/kg,12100
2018-11-27,kacang kedelai lokal/kg,12100
2018-11-28,kacang kedelai lokal/kg,12100
2018-11-29,kacang kedelai lokal/kg,12100
2018-11-30,kacang kedelai lokal/kg,12100
2018-11-01,indomie rasa kari ayam/buah,2440
2018-11-02,indomie rasa kari ayam/buah,2440
2018-11-05,indomie rasa kari ayam/buah,2440
2018-11-06,indomie rasa kari ayam/buah,2440
2018-11-07,indomie rasa kari ayam/buah,2440
2018-11-08,indomie rasa kari ayam/buah,2440
2018-11-09,indomie rasa kari ayam/buah,2440
2018-11-12,indomie rasa kari ayam/buah,2440
2018-11-13,indomie rasa kari ayam/buah,2440
2018-11-14,indomie rasa kari ayam/buah,2440
2018-11-15,indomie rasa kari ayam/buah,2460
2018-11-16,indomie rasa kari ayam/buah,2460
2018-11-19,indomie rasa kari ayam/buah,2460
2018-11-21,indomie rasa kari ayam/buah,2460
2018-11-22,indomie rasa kari ayam/buah,2460
2018-11-23,indomie rasa kari ayam/buah,2460
2018-11-26,indomie rasa kari ayam/buah,2460
2018-11-27,indomie rasa kari ayam/buah,2460
2018-11-28,indomie rasa kari ayam/buah,2460
2018-11-29,indomie rasa kari ayam/buah,2460
2018-11-30,indomie rasa kari ayam/buah,2460
2018-11-01,cabai merah keriting/kg,42400
2018-11-02,cabai merah keriting/kg,38400
2018-11-05,cabai merah keriting/kg,37400
2018-11-06,cabai merah keriting/kg,36400
2018-11-07,cabai merah keriting/kg,38900
2018-11-08,cabai merah keriting/kg,36900
2018-11-09,cabai merah keriting/kg,37400
2018-11-12,cabai merah keriting/kg,36400
2018-11-13,cabai merah keriting/kg,36660
2018-11-14,cabai merah keriting/kg,36160
2018-11-15,cabai merah keriting/kg,37260
2018-11-16,cabai merah keriting/kg,35760
2018-11-19,cabai merah keriting/kg,36760
2018-11-21,cabai merah keriting/kg,35760
2018-11-22,cabai merah keriting/kg,35760
2018-11-23,cabai merah keriting/kg,35760
2018-11-26,cabai merah keriting/kg,34260
2018-11-27,cabai merah keriting/kg,32760
2018-11-28,cabai merah keriting/kg,35760
2018-11-29,cabai merah keriting/kg,34760
2018-11-30,cabai merah keriting/kg,35260
2018-11-01,cabai merah besar/kg,41000
2018-11-02,cabai merah besar/kg,38000
2018-11-05,cabai merah besar/kg,38000
2018-11-06,cabai merah besar/kg,39000
2018-11-07,cabai merah besar/kg,38500
2018-11-08,cabai merah besar/kg,36500
2018-11-09,cabai merah besar/kg,36000
2018-11-12,cabai merah besar/kg,35500
2018-11-13,cabai merah besar/kg,37160
2018-11-14,cabai merah besar/kg,37160
2018-11-15,cabai merah besar/kg,36160
2018-11-16,cabai merah besar/kg,37160
2018-11-19,cabai merah besar/kg,35660
2018-11-21,cabai merah besar/kg,35860
2018-11-22,cabai merah besar/kg,36160
2018-11-23,cabai merah besar/kg,37160
2018-11-26,cabai merah besar/kg,36660
2018-11-27,cabai merah besar/kg,34660
2018-11-28,cabai merah besar/kg,37660
2018-11-29,cabai merah besar/kg,37160
2018-11-30,cabai merah besar/kg,37660
2018-11-01,cabai rawit merah/kg,37640
2018-11-02,cabai rawit merah/kg,35640
2018-11-05,cabai rawit merah/kg,35240
2018-11-06,cabai rawit merah/kg,34240
2018-11-07,cabai rawit merah/kg,35240
2018-11-08,cabai rawit merah/kg,37640
2018-11-09,cabai rawit merah/kg,39140
2018-11-12,cabai rawit merah/kg,36140
2018-11-13,cabai rawit merah/kg,39660
2018-11-14,cabai rawit merah/kg,40160
2018-11-15,cabai rawit merah/kg,37860
2018-11-16,cabai rawit merah/kg,35860
2018-11-19,cabai rawit merah/kg,36860
2018-11-21,cabai rawit merah/kg,34460
2018-11-22,cabai rawit merah/kg,35360
2018-11-23,cabai rawit merah/kg,33860
2018-11-26,cabai rawit merah/kg,33860
2018-11-27,cabai rawit merah/kg,32860
2018-11-28,cabai rawit merah/kg,34860
2018-11-29,cabai rawit merah/kg,34360
2018-11-30,cabai rawit merah/kg,34860
2018-11-01,cabai rawit hijau/kg,37260
2018-11-02,cabai rawit hijau/kg,35160
2018-11-05,cabai rawit hijau/kg,34360
2018-11-06,cabai rawit hijau/kg,33360
2018-11-07,cabai rawit hijau/kg,34060
2018-11-08,cabai rawit hijau/kg,33760
2018-11-09,cabai rawit hijau/kg,35260
2018-11-12,cabai rawit hijau/kg,32760
2018-11-13,cabai rawit hijau/kg,32540
2018-11-14,cabai rawit hijau/kg,32040
2018-11-15,cabai rawit hijau/kg,33200
2018-11-16,cabai rawit hijau/kg,32400
2018-11-19,cabai rawit hijau/kg,34000
2018-11-21,cabai rawit hijau/kg,31600
2018-11-22,cabai rawit hijau/kg,32700
2018-11-23,cabai rawit hijau/kg,30200
2018-11-26,cabai rawit hijau/kg,30200
2018-11-27,cabai rawit hijau/kg,30200
2018-11-28,cabai rawit hijau/kg,32200
2018-11-29,cabai rawit hijau/kg,34300
2018-11-30,cabai rawit hijau/kg,34200
2018-11-01,bawang merah (medium)/kg,25260
2018-11-02,bawang merah (medium)/kg,26960
2018-11-05,bawang merah (medium)/kg,26160
2018-11-06,bawang merah (medium)/kg,26160
2018-11-07,bawang merah (medium)/kg,27660
2018-11-08,bawang merah (medium)/kg,26560
2018-11-09,bawang merah (medium)/kg,27060
2018-11-12,bawang merah (medium)/kg,27860
2018-11-13,bawang merah (medium)/kg,29140
2018-11-14,bawang merah (medium)/kg,28340
2018-11-15,bawang merah (medium)/kg,28060
2018-11-16,bawang merah (medium)/kg,27060
2018-11-19,bawang merah (medium)/kg,27360
2018-11-21,bawang merah (medium)/kg,28760
2018-11-22,bawang merah (medium)/kg,29460
2018-11-23,bawang merah (medium)/kg,29260
2018-11-26,bawang merah (medium)/kg,29060
2018-11-27,bawang merah (medium)/kg,28660
2018-11-28,bawang merah (medium)/kg,30960
2018-11-29,bawang merah (medium)/kg,30060
2018-11-30,bawang merah (medium)/kg,30060
2018-11-01,bawang putih impor (kating)/kg,29000
2018-11-02,bawang putih impor (kating)/kg,29600
2018-11-05,bawang putih impor (kating)/kg,28700
2018-11-06,bawang putih impor (kating)/kg,28600
2018-11-07,bawang putih impor (kating)/kg,30100
2018-11-08,bawang putih impor (kating)/kg,29600
2018-11-09,bawang putih impor (kating)/kg,29300
2018-11-12,bawang putih impor (kating)/kg,28600
2018-11-13,bawang putih impor (kating)/kg,28740
2018-11-14,bawang putih impor (kating)/kg,28940
2018-11-15,bawang putih impor (kating)/kg,29460
2018-11-16,bawang putih impor (kating)/kg,28160
2018-11-19,bawang putih impor (kating)/kg,28660
2018-11-21,bawang putih impor (kating)/kg,29260
2018-11-22,bawang putih impor (kating)/kg,29500
2018-11-23,bawang putih impor (kating)/kg,29600
2018-11-26,bawang putih impor (kating)/kg,29600
2018-11-27,bawang putih impor (kating)/kg,29600
2018-11-28,bawang putih impor (kating)/kg,32600
2018-11-29,bawang putih impor (kating)/kg,28600
2018-11-30,bawang putih impor (kating)/kg,30100
2018-11-01,bawang putih impor (honan)/kg,26500
2018-11-02,bawang putih impor (honan)/kg,26500
2018-11-05,bawang putih impor (honan)/kg,26500
2018-11-06,bawang putih impor (honan)/kg,26500
2018-11-07,bawang putih impor (honan)/kg,26500
2018-11-08,bawang putih impor (honan)/kg,26500
2018-11-09,bawang putih impor (honan)/kg,25000
2018-11-12,bawang putih impor (honan)/kg,26500
2018-11-13,bawang putih impor (honan)/kg,25000
2018-11-14,bawang putih impor (honan)/kg,26500
2018-11-15,bawang putih impor (honan)/kg,26500
2018-11-16,bawang putih impor (honan)/kg,24000
2018-11-19,bawang putih impor (honan)/kg,24000
2018-11-21,bawang putih impor (honan)/kg,26500
2018-11-22,bawang putih impor (honan)/kg,26500
2018-11-23,bawang putih impor (honan)/kg,26500
2018-11-26,bawang putih impor (honan)/kg,26500
2018-11-27,bawang putih impor (honan)/kg,28000
2018-11-28,bawang putih impor (honan)/kg,28000
2018-11-29,bawang putih impor (honan)/kg,26500
2018-11-30,bawang putih impor (honan)/kg,28000
2018-11-01,ikan teri asin/kg,106640
2018-11-02,ikan teri asin/kg,108340
2018-11-05,ikan teri asin/kg,108340
2018-11-06,ikan teri asin/kg,106340
2018-11-07,ikan teri asin/kg,112340
2018-11-08,ikan teri asin/kg,108840
2018-11-09,ikan teri asin/kg,108340
2018-11-12,ikan teri asin/kg,108340
2018-11-13,ikan teri asin/kg,110500
2018-11-14,ikan teri asin/kg,111500
2018-11-15,ikan teri asin/kg,122340
2018-11-16,ikan teri asin/kg,118040
2018-11-19,ikan teri asin/kg,119340
2018-11-21,ikan teri asin/kg,121340
2018-11-22,ikan teri asin/kg,122660
2018-11-23,ikan teri asin/kg,116660
2018-11-26,ikan teri asin/kg,118660
2018-11-27,ikan teri asin/kg,118660
2018-11-28,ikan teri asin/kg,120660
2018-11-29,ikan teri asin/kg,125660
2018-11-30,ikan teri asin/kg,120660
2018-11-01,ikan kembung/kg,35200
2018-11-02,ikan kembung/kg,36200
2018-11-05,ikan kembung/kg,37200
2018-11-06,ikan kembung/kg,37200
2018-11-07,ikan kembung/kg,37200
2018-11-08,ikan kembung/kg,37200
2018-11-09,ikan kembung/kg,36700
2018-11-12,ikan kembung/kg,35200
2018-11-13,ikan kembung/kg,38360
2018-11-14,ikan kembung/kg,37860
2018-11-15,ikan kembung/kg,38940
2018-11-16,ikan kembung/kg,37740
2018-11-19,ikan kembung/kg,37940
2018-11-21,ikan kembung/kg,38940
2018-11-22,ikan kembung/kg,37660
2018-11-23,ikan kembung/kg,37660
2018-11-26,ikan kembung/kg,37660
2018-11-27,ikan kembung/kg,37660
2018-11-28,ikan kembung/kg,38660
2018-11-29,ikan kembung/kg,40660
2018-11-30,ikan kembung/kg,39660
2018-11-01,kacang hijau/kg,20860
2018-11-02,kacang hijau/kg,21460
2018-11-05,kacang hijau/kg,22260
2018-11-06,kacang hijau/kg,21960
2018-11-07,kacang hijau/kg,22560
2018-11-08,kacang hijau/kg,22660
2018-11-09,kacang hijau/kg,22360
2018-11-12,kacang hijau/kg,21860
2018-11-13,kacang hijau/kg,22600
2018-11-14,kacang hijau/kg,22600
2018-11-15,kacang hijau/kg,23600
2018-11-16,kacang hijau/kg,22400
2018-11-19,kacang hijau/kg,22800
2018-11-21,kacang hijau/kg,23200
2018-11-22,kacang hijau/kg,22900
2018-11-23,kacang hijau/kg,22600
2018-11-26,kacang hijau/kg,22700
2018-11-27,kacang hijau/kg,22600
2018-11-28,kacang hijau/kg,22600
2018-11-29,kacang hijau/kg,23000
2018-11-30,kacang hijau/kg,22100
2018-11-01,kacang tanah/kg,25260
2018-11-02,kacang tanah/kg,24060
2018-11-05,kacang tanah/kg,24060
2018-11-06,kacang tanah/kg,23560
2018-11-07,kacang tanah/kg,24960
2018-11-08,kacang tanah/kg,23960
2018-11-09,kacang tanah/kg,24360
2018-11-12,kacang tanah/kg,24160
2018-11-13,kacang tanah/kg,25100
2018-11-14,kacang tanah/kg,25000
2018-11-15,kacang tanah/kg,25740
2018-11-16,kacang tanah/kg,24740
2018-11-19,kacang tanah/kg,24940
2018-11-21,kacang tanah/kg,25240
2018-11-22,kacang tanah/kg,25200
2018-11-23,kacang tanah/kg,24600
2018-11-26,kacang tanah/kg,25000
2018-11-27,kacang tanah/kg,24800
2018-11-28,kacang tanah/kg,25400
2018-11-29,kacang tanah/kg,25500
2018-11-30,kacang tanah/kg,24900
2018-11-01,ketela pohon/kg,5200
2018-11-02,ketela pohon/kg,5400
2018-11-05,ketela pohon/kg,5400
2018-11-06,ketela pohon/kg,5400
2018-11-07,ketela pohon/kg,5400
2018-11-08,ketela pohon/kg,5400
2018-11-09,ketela pohon/kg,5400
2018-11-12,ketela pohon/kg,5400
2018-11-13,ketela pohon/kg,5260
2018-11-14,ketela pohon/kg,5260
2018-11-15,ketela pohon/kg,5200
2018-11-16,ketela pohon/kg,5200
2018-11-19,ketela pohon/kg,5200
